# Flight Simulation Results - CJ1 Flatwing
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 300 lb
# Cruise Altitude: 31000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 20:44:52
# Original Data Points: 1238
# Sampled Data Points (5-sec intervals): 1238
# Time Range: 0 - 10848 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%),Segment,Segment Title
0,2131,0.0,1,1,0,3695,158,10540,3340,0,0.001,0.0,0,Takeoff Roll
5,2131,0.0,31,31,0,3576,179,10536,3336,2564,0.048,0.0,0,Takeoff Roll
10,2131,0.1,61,61,0,3461,240,10533,3333,2532,0.093,0.0,0,Takeoff Roll
15,2131,0.2,90,89,0,3354,334,10529,3329,2452,0.136,0.0,0,Takeoff Roll
21,2218,0.4,114,113,1551,3272,909,10526,3326,2666,0.173,23.0,2,35 ft to 400 ft
26,2349,0.5,116,114,1559,3243,896,10522,3322,2338,0.175,22.9,2,35 ft to 400 ft
31,2478,0.7,116,114,1557,3233,895,10519,3319,2330,0.176,22.8,2,35 ft to 400 ft
36,2610,0.8,116,114,1626,3223,790,10516,3316,2323,0.176,23.8,3,400 ft to 1500 ft
41,2746,1.0,116,114,1624,3212,790,10513,3313,2316,0.177,23.7,3,400 ft to 1500 ft
46,2881,1.2,117,114,1621,3202,789,10510,3310,2308,0.177,23.6,3,400 ft to 1500 ft
51,3016,1.3,117,114,1619,3191,789,10506,3306,2301,0.178,23.5,3,400 ft to 1500 ft
56,3151,1.5,117,114,1616,3181,789,10503,3303,2293,0.179,23.4,3,400 ft to 1500 ft
61,3285,1.6,118,114,1613,3170,788,10500,3300,2286,0.179,23.3,3,400 ft to 1500 ft
66,3420,1.8,118,114,1611,3160,788,10497,3297,2278,0.18,23.2,3,400 ft to 1500 ft
71,3554,2.0,118,114,1608,3149,788,10494,3294,2270,0.18,23.1,3,400 ft to 1500 ft
76,3690,2.1,127,122,1718,3124,776,10491,3291,2261,0.194,23.0,4,Climb (IAS)
81,3845,2.3,148,142,1939,3042,768,10488,3288,2214,0.226,22.2,4,Climb (IAS)
86,4014,2.6,168,160,2077,2965,818,10485,3285,2157,0.257,20.9,4,Climb (IAS)
91,4191,2.8,187,178,2141,2894,901,10482,3282,2104,0.285,19.4,4,Climb (IAS)
96,4370,3.1,204,194,2145,2829,1000,10479,3279,2055,0.312,17.7,4,Climb (IAS)
101,4546,3.4,211,200,2090,2787,1068,10476,3276,2015,0.324,16.6,4,Climb (IAS)
106,4720,3.7,212,200,2082,2775,1067,10473,3273,2002,0.325,16.5,4,Climb (IAS)
111,4893,4.0,213,200,2075,2763,1067,10470,3270,1993,0.326,16.4,4,Climb (IAS)
116,5065,4.3,213,200,2067,2751,1067,10468,3268,1984,0.327,16.3,4,Climb (IAS)
121,5237,4.6,214,200,2060,2739,1067,10465,3265,1976,0.329,16.2,4,Climb (IAS)
126,5408,4.9,215,200,2052,2727,1066,10462,3262,1967,0.33,16.1,4,Climb (IAS)
131,5579,5.2,215,200,2044,2715,1066,10459,3259,1958,0.331,16.0,4,Climb (IAS)
136,5749,5.5,216,200,2036,2703,1066,10457,3257,1950,0.332,15.9,4,Climb (IAS)
141,5918,5.8,217,200,2028,2691,1066,10454,3254,1941,0.334,15.7,4,Climb (IAS)
146,6087,6.1,217,200,2021,2680,1065,10451,3251,1933,0.335,15.6,4,Climb (IAS)
151,6255,6.4,218,200,2013,2668,1065,10449,3249,1924,0.336,15.5,4,Climb (IAS)
156,6422,6.7,219,200,2005,2656,1065,10446,3246,1916,0.338,15.4,4,Climb (IAS)
161,6589,7.0,219,200,1997,2644,1065,10443,3243,1907,0.339,15.3,4,Climb (IAS)
166,6755,7.3,220,200,1989,2633,1064,10441,3241,1899,0.34,15.2,4,Climb (IAS)
171,6920,7.6,221,200,1981,2621,1064,10438,3238,1891,0.341,15.1,4,Climb (IAS)
176,7085,7.9,221,200,1973,2610,1064,10436,3236,1882,0.343,15.0,4,Climb (IAS)
181,7249,8.2,222,200,1965,2598,1064,10433,3233,1874,0.344,14.9,4,Climb (IAS)
186,7412,8.5,223,200,1957,2587,1064,10430,3230,1866,0.345,14.8,4,Climb (IAS)
191,7575,8.8,223,200,1949,2575,1063,10428,3228,1857,0.347,14.7,4,Climb (IAS)
196,7737,9.1,224,200,1941,2564,1063,10425,3225,1849,0.348,14.5,4,Climb (IAS)
201,7898,9.4,225,200,1932,2553,1063,10423,3223,1841,0.349,14.4,4,Climb (IAS)
206,8059,9.7,225,200,1924,2541,1063,10420,3220,1833,0.35,14.3,4,Climb (IAS)
211,8219,10.1,226,200,1916,2530,1062,10418,3218,1825,0.352,14.2,4,Climb (IAS)
216,8378,10.4,227,200,1908,2519,1062,10415,3215,1817,0.353,14.1,4,Climb (IAS)
221,8537,10.7,227,200,1900,2508,1062,10412,3212,1809,0.354,14.0,4,Climb (IAS)
226,8695,11.0,228,200,1891,2497,1062,10410,3210,1801,0.356,13.9,4,Climb (IAS)
231,8852,11.3,229,200,1883,2486,1061,10407,3207,1793,0.357,13.8,4,Climb (IAS)
236,9008,11.6,229,200,1875,2475,1061,10405,3205,1785,0.358,13.7,4,Climb (IAS)
241,9164,12.0,230,200,1866,2464,1061,10403,3203,1777,0.36,13.6,4,Climb (IAS)
246,9319,12.3,231,200,1858,2453,1061,10400,3200,1770,0.361,13.5,4,Climb (IAS)
251,9474,12.6,231,200,1850,2443,1060,10398,3198,1762,0.362,13.4,4,Climb (IAS)
256,9627,12.9,232,200,1841,2432,1060,10395,3195,1754,0.363,13.3,4,Climb (IAS)
261,9780,13.2,233,200,1833,2421,1060,10393,3193,1746,0.365,13.2,4,Climb (IAS)
266,9933,13.6,233,200,1824,2411,1060,10390,3190,1739,0.366,13.1,4,Climb (IAS)
271,10084,13.9,234,200,1816,2400,1059,10388,3188,1731,0.367,13.0,4,Climb (IAS)
276,10235,14.2,235,200,1808,2390,1059,10386,3186,1723,0.369,12.9,4,Climb (IAS)
281,10385,14.5,235,200,1799,2379,1059,10383,3183,1716,0.37,12.8,4,Climb (IAS)
286,10535,14.9,236,200,1791,2369,1059,10381,3181,1708,0.371,12.7,4,Climb (IAS)
291,10684,15.2,237,200,1782,2358,1058,10378,3178,1701,0.372,12.6,4,Climb (IAS)
296,10832,15.5,237,200,1774,2348,1058,10376,3176,1694,0.374,12.5,4,Climb (IAS)
301,10979,15.9,238,200,1765,2338,1058,10374,3174,1686,0.375,12.4,4,Climb (IAS)
306,11126,16.2,239,200,1757,2328,1058,10371,3171,1679,0.376,12.3,4,Climb (IAS)
311,11272,16.5,239,200,1748,2317,1057,10369,3169,1672,0.378,12.2,4,Climb (IAS)
316,11417,16.8,240,200,1740,2307,1057,10367,3167,1664,0.379,12.1,4,Climb (IAS)
321,11562,17.2,240,200,1731,2297,1057,10364,3164,1657,0.38,12.1,4,Climb (IAS)
326,11705,17.5,241,200,1723,2287,1057,10362,3162,1650,0.382,12.0,4,Climb (IAS)
331,11849,17.9,242,200,1714,2278,1056,10360,3160,1643,0.383,11.9,4,Climb (IAS)
336,11991,18.2,242,200,1706,2268,1056,10358,3158,1636,0.384,11.8,4,Climb (IAS)
341,12133,18.5,243,200,1697,2258,1056,10355,3155,1629,0.385,11.7,4,Climb (IAS)
346,12274,18.9,244,200,1688,2248,1056,10353,3153,1621,0.387,11.6,4,Climb (IAS)
351,12414,19.2,244,200,1680,2239,1055,10351,3151,1615,0.388,11.5,4,Climb (IAS)
356,12553,19.5,245,200,1671,2229,1055,10349,3149,1608,0.389,11.4,4,Climb (IAS)
361,12692,19.9,246,200,1663,2219,1055,10346,3146,1601,0.391,11.3,4,Climb (IAS)
366,12830,20.2,246,200,1654,2210,1055,10344,3144,1594,0.392,11.2,4,Climb (IAS)
371,12968,20.6,247,200,1646,2200,1054,10342,3142,1587,0.393,11.1,4,Climb (IAS)
376,13105,20.9,248,200,1637,2191,1054,10340,3140,1580,0.394,11.1,4,Climb (IAS)
381,13241,21.3,248,200,1629,2182,1054,10338,3138,1573,0.396,11.0,4,Climb (IAS)
386,13376,21.6,249,200,1620,2172,1054,10335,3135,1567,0.397,10.9,4,Climb (IAS)
391,13510,21.9,250,200,1612,2163,1053,10333,3133,1560,0.398,10.8,4,Climb (IAS)
396,13644,22.3,250,200,1603,2154,1053,10331,3131,1553,0.4,10.7,4,Climb (IAS)
401,13778,22.6,251,200,1594,2145,1053,10329,3129,1547,0.401,10.6,4,Climb (IAS)
406,13910,23.0,252,200,1586,2136,1053,10327,3127,1540,0.402,10.5,4,Climb (IAS)
411,14042,23.3,252,200,1577,2127,1052,10325,3125,1534,0.403,10.5,4,Climb (IAS)
416,14173,23.7,253,200,1569,2118,1052,10323,3123,1527,0.405,10.4,4,Climb (IAS)
421,14303,24.0,253,200,1560,2109,1052,10320,3120,1521,0.406,10.3,4,Climb (IAS)
426,14433,24.4,254,200,1552,2100,1052,10318,3118,1515,0.407,10.2,4,Climb (IAS)
431,14562,24.7,255,200,1543,2091,1051,10316,3116,1508,0.409,10.1,4,Climb (IAS)
436,14690,25.1,255,200,1535,2083,1051,10314,3114,1502,0.41,10.1,4,Climb (IAS)
441,14817,25.5,256,200,1526,2074,1051,10312,3112,1496,0.411,10.0,4,Climb (IAS)
446,14944,25.8,257,200,1518,2065,1051,10310,3110,1490,0.412,9.9,4,Climb (IAS)
451,15070,26.2,257,200,1509,2057,1050,10308,3108,1483,0.414,9.8,4,Climb (IAS)
456,15195,26.5,258,200,1501,2048,1050,10306,3106,1477,0.415,9.7,4,Climb (IAS)
461,15320,26.9,259,200,1493,2040,1050,10304,3104,1471,0.416,9.7,4,Climb (IAS)
466,15444,27.2,259,200,1484,2031,1050,10302,3102,1465,0.417,9.6,4,Climb (IAS)
471,15567,27.6,260,200,1476,2023,1049,10300,3100,1459,0.419,9.5,4,Climb (IAS)
476,15690,28.0,260,200,1467,2015,1049,10298,3098,1453,0.42,9.4,4,Climb (IAS)
481,15812,28.3,261,200,1459,2007,1049,10296,3096,1447,0.421,9.3,4,Climb (IAS)
486,15933,28.7,262,200,1451,1998,1049,10294,3094,1441,0.422,9.3,4,Climb (IAS)
491,16053,29.1,262,200,1442,1990,1048,10292,3092,1435,0.424,9.2,4,Climb (IAS)
496,16173,29.4,263,200,1434,1982,1048,10290,3090,1430,0.425,9.1,4,Climb (IAS)
501,16292,29.8,263,200,1426,1974,1048,10288,3088,1424,0.426,9.0,4,Climb (IAS)
506,16411,30.2,264,200,1417,1966,1048,10286,3086,1418,0.427,9.0,4,Climb (IAS)
511,16528,30.5,265,200,1409,1958,1047,10284,3084,1412,0.429,8.9,4,Climb (IAS)
516,16645,30.9,265,200,1401,1951,1047,10282,3082,1407,0.43,8.8,4,Climb (IAS)
521,16762,31.3,266,200,1392,1943,1047,10280,3080,1401,0.431,8.7,4,Climb (IAS)
526,16877,31.6,267,200,1384,1935,1046,10278,3078,1395,0.432,8.7,4,Climb (IAS)
531,16992,32.0,267,200,1376,1927,1046,10276,3076,1390,0.433,8.6,4,Climb (IAS)
536,17106,32.4,268,200,1368,1920,1046,10274,3074,1384,0.435,8.5,4,Climb (IAS)
541,17220,32.7,268,200,1360,1912,1046,10272,3072,1379,0.436,8.5,4,Climb (IAS)
546,17333,33.1,269,200,1351,1905,1045,10270,3070,1374,0.437,8.4,4,Climb (IAS)
551,17445,33.5,270,200,1343,1897,1045,10269,3069,1368,0.438,8.3,4,Climb (IAS)
556,17557,33.9,270,200,1335,1890,1045,10267,3067,1363,0.44,8.3,4,Climb (IAS)
561,17667,34.2,271,200,1327,1882,1045,10265,3065,1357,0.441,8.2,4,Climb (IAS)
566,17778,34.6,271,200,1319,1875,1044,10263,3063,1352,0.442,8.1,4,Climb (IAS)
571,17887,35.0,272,200,1311,1868,1044,10261,3061,1347,0.443,8.1,4,Climb (IAS)
576,17996,35.4,272,200,1303,1861,1044,10259,3059,1342,0.444,8.0,4,Climb (IAS)
581,18104,35.8,273,200,1296,1854,1044,10257,3057,1337,0.445,7.9,4,Climb (IAS)
586,18212,36.1,274,200,1289,1848,1044,10255,3055,1332,0.447,7.9,4,Climb (IAS)
591,18319,36.5,274,200,1282,1842,1043,10254,3054,1328,0.448,7.8,4,Climb (IAS)
596,18425,36.9,275,200,1275,1835,1043,10252,3052,1323,0.449,7.8,4,Climb (IAS)
601,18531,37.3,275,200,1268,1829,1043,10250,3050,1319,0.45,7.7,4,Climb (IAS)
606,18636,37.7,276,200,1261,1823,1043,10248,3048,1315,0.451,7.6,4,Climb (IAS)
611,18741,38.0,276,200,1254,1817,1042,10246,3046,1310,0.452,7.6,4,Climb (IAS)
616,18845,38.4,277,200,1247,1811,1042,10244,3044,1306,0.453,7.5,4,Climb (IAS)
621,18949,38.8,277,200,1240,1805,1042,10243,3043,1301,0.454,7.5,4,Climb (IAS)
626,19052,39.2,278,200,1233,1799,1042,10241,3041,1297,0.455,7.4,4,Climb (IAS)
631,19154,39.6,278,200,1226,1793,1042,10239,3039,1293,0.456,7.4,4,Climb (IAS)
636,19256,40.0,279,200,1220,1788,1041,10237,3037,1289,0.457,7.3,4,Climb (IAS)
641,19357,40.4,279,200,1213,1782,1041,10235,3035,1284,0.458,7.3,4,Climb (IAS)
646,19458,40.7,280,200,1206,1776,1041,10234,3034,1280,0.459,7.2,4,Climb (IAS)
651,19558,41.1,280,200,1199,1770,1041,10232,3032,1276,0.46,7.1,4,Climb (IAS)
656,19658,41.5,281,200,1192,1764,1040,10230,3030,1272,0.461,7.1,4,Climb (IAS)
661,19757,41.9,281,200,1186,1759,1040,10228,3028,1268,0.462,7.0,4,Climb (IAS)
666,19855,42.3,282,200,1179,1753,1040,10227,3027,1264,0.463,7.0,4,Climb (IAS)
671,19953,42.7,282,200,1172,1748,1040,10225,3025,1260,0.464,6.9,4,Climb (IAS)
676,20051,43.1,283,200,1166,1742,1040,10223,3023,1256,0.465,6.9,4,Climb (IAS)
681,20147,43.5,283,200,1159,1736,1039,10221,3021,1252,0.466,6.8,4,Climb (IAS)
686,20244,43.9,284,200,1152,1731,1039,10220,3020,1248,0.467,6.8,4,Climb (IAS)
691,20339,44.3,284,200,1146,1725,1039,10218,3018,1244,0.468,6.7,4,Climb (IAS)
696,20435,44.7,284,200,1139,1720,1039,10216,3016,1240,0.469,6.7,4,Climb (IAS)
701,20529,45.1,285,200,1133,1715,1038,10214,3014,1236,0.47,6.6,4,Climb (IAS)
706,20623,45.5,285,200,1126,1709,1038,10213,3013,1232,0.471,6.6,4,Climb (IAS)
711,20717,45.9,286,200,1120,1704,1038,10211,3011,1228,0.472,6.5,4,Climb (IAS)
716,20810,46.2,286,200,1113,1699,1038,10209,3009,1225,0.473,6.5,4,Climb (IAS)
721,20902,46.6,287,200,1107,1694,1038,10208,3008,1221,0.474,6.4,4,Climb (IAS)
726,20994,47.0,287,200,1100,1688,1037,10206,3006,1217,0.475,6.4,4,Climb (IAS)
731,21086,47.4,288,200,1094,1683,1037,10204,3004,1213,0.476,6.3,4,Climb (IAS)
736,21176,47.8,288,200,1087,1678,1037,10203,3003,1210,0.477,6.3,4,Climb (IAS)
741,21267,48.2,289,200,1081,1673,1037,10201,3001,1206,0.478,6.2,4,Climb (IAS)
746,21356,48.6,289,200,1075,1668,1036,10199,2999,1202,0.479,6.2,4,Climb (IAS)
751,21446,49.0,290,200,1068,1663,1036,10198,2998,1199,0.48,6.2,4,Climb (IAS)
756,21534,49.5,290,200,1062,1658,1036,10196,2996,1195,0.481,6.1,4,Climb (IAS)
761,21623,49.9,291,200,1056,1653,1036,10194,2994,1191,0.481,6.1,4,Climb (IAS)
766,21710,50.3,291,200,1050,1648,1036,10193,2993,1188,0.482,6.0,4,Climb (IAS)
771,21797,50.7,291,200,1043,1643,1035,10191,2991,1184,0.483,6.0,4,Climb (IAS)
776,21884,51.1,292,200,1037,1638,1035,10189,2989,1181,0.484,5.9,4,Climb (IAS)
781,21970,51.5,292,200,1031,1633,1035,10188,2988,1177,0.485,5.9,4,Climb (IAS)
786,22056,51.9,293,200,1025,1629,1035,10186,2986,1174,0.486,5.8,4,Climb (IAS)
791,22141,52.3,293,200,1019,1624,1035,10184,2984,1171,0.487,5.8,4,Climb (IAS)
796,22225,52.7,294,200,1013,1619,1034,10183,2983,1167,0.488,5.8,4,Climb (IAS)
801,22309,53.1,294,200,1006,1614,1034,10181,2981,1164,0.489,5.7,4,Climb (IAS)
806,22393,53.5,295,200,1000,1610,1034,10180,2980,1160,0.49,5.7,4,Climb (IAS)
811,22476,53.9,295,200,994,1605,1034,10178,2978,1157,0.491,5.6,4,Climb (IAS)
816,22559,54.3,295,200,988,1601,1033,10176,2976,1154,0.492,5.6,4,Climb (IAS)
821,22641,54.7,296,200,982,1596,1033,10175,2975,1150,0.493,5.5,4,Climb (IAS)
826,22722,55.2,296,200,976,1591,1033,10173,2973,1147,0.494,5.5,4,Climb (IAS)
831,22803,55.6,297,200,970,1587,1033,10172,2972,1144,0.494,5.5,4,Climb (IAS)
836,22884,56.0,297,200,964,1582,1033,10170,2970,1141,0.495,5.4,4,Climb (IAS)
841,22964,56.4,298,200,959,1578,1032,10168,2968,1137,0.496,5.4,4,Climb (IAS)
846,23044,56.8,298,200,953,1574,1032,10167,2967,1134,0.497,5.3,4,Climb (IAS)
851,23123,57.2,298,200,947,1569,1032,10165,2965,1131,0.498,5.3,4,Climb (IAS)
856,23201,57.6,299,200,941,1565,1032,10164,2964,1128,0.499,5.3,4,Climb (IAS)
861,23279,58.1,299,200,935,1561,1032,10162,2962,1125,0.5,5.2,4,Climb (IAS)
866,23357,58.5,300,200,929,1556,1032,10161,2961,1122,0.501,5.2,4,Climb (IAS)
871,23434,58.9,300,200,924,1552,1031,10159,2959,1119,0.502,5.1,4,Climb (IAS)
876,23511,59.3,301,200,918,1548,1031,10158,2958,1116,0.502,5.1,4,Climb (IAS)
881,23587,59.7,301,200,912,1544,1031,10156,2956,1113,0.503,5.1,4,Climb (IAS)
886,23663,60.1,301,200,907,1539,1030,10154,2954,1110,0.504,5.0,4,Climb (IAS)
891,23738,60.6,302,200,901,1535,1030,10153,2953,1107,0.505,5.0,4,Climb (IAS)
896,23813,61.0,302,200,896,1531,1030,10151,2951,1104,0.506,4.9,4,Climb (IAS)
901,23887,61.4,303,200,890,1527,1030,10150,2950,1101,0.507,4.9,4,Climb (IAS)
906,23961,61.8,303,200,885,1523,1029,10148,2948,1098,0.508,4.9,4,Climb (IAS)
911,24035,62.2,303,200,879,1519,1029,10147,2947,1095,0.508,4.8,4,Climb (IAS)
916,24108,62.7,304,200,874,1515,1029,10145,2945,1092,0.509,4.8,4,Climb (IAS)
921,24180,63.1,304,200,868,1511,1029,10144,2944,1089,0.51,4.8,4,Climb (IAS)
926,24252,63.5,305,200,863,1507,1029,10142,2942,1086,0.511,4.7,4,Climb (IAS)
931,24324,63.9,305,200,857,1503,1028,10141,2941,1083,0.512,4.7,4,Climb (IAS)
936,24395,64.4,305,200,852,1499,1028,10139,2939,1081,0.513,4.7,4,Climb (IAS)
941,24466,64.8,306,200,847,1496,1028,10138,2938,1078,0.513,4.6,4,Climb (IAS)
946,24536,65.2,306,200,841,1492,1028,10136,2936,1075,0.514,4.6,4,Climb (IAS)
951,24606,65.6,307,200,836,1488,1028,10135,2935,1072,0.515,4.5,4,Climb (IAS)
956,24675,66.1,307,200,831,1484,1027,10133,2933,1070,0.516,4.5,4,Climb (IAS)
961,24744,66.5,307,200,825,1480,1027,10132,2932,1067,0.517,4.5,4,Climb (IAS)
966,24813,66.9,308,200,820,1477,1027,10130,2930,1064,0.517,4.4,4,Climb (IAS)
971,24881,67.3,308,200,815,1473,1027,10129,2929,1062,0.518,4.4,4,Climb (IAS)
976,24949,67.8,309,200,809,1469,1027,10127,2927,1059,0.519,4.4,4,Climb (IAS)
981,25016,68.2,309,200,804,1466,1027,10126,2926,1056,0.52,4.3,4,Climb (IAS)
986,25082,68.6,309,200,799,1462,1026,10124,2924,1054,0.521,4.3,4,Climb (IAS)
991,25149,69.1,310,200,794,1459,1026,10123,2923,1051,0.521,4.3,4,Climb (IAS)
996,25215,69.5,310,200,788,1455,1026,10122,2922,1049,0.522,4.2,4,Climb (IAS)
1001,25280,69.9,310,200,783,1451,1026,10120,2920,1046,0.523,4.2,4,Climb (IAS)
1006,25345,70.3,311,200,778,1448,1026,10119,2919,1044,0.524,4.2,4,Climb (IAS)
1011,25410,70.8,311,200,773,1444,1026,10117,2917,1041,0.525,4.1,4,Climb (IAS)
1016,25474,71.2,312,200,768,1441,1026,10116,2916,1039,0.525,4.1,4,Climb (IAS)
1021,25538,71.6,312,200,763,1438,1025,10114,2914,1036,0.526,4.1,4,Climb (IAS)
1026,25601,72.1,312,200,758,1434,1025,10113,2913,1034,0.527,4.0,4,Climb (IAS)
1031,25664,72.5,313,200,753,1431,1025,10111,2911,1031,0.528,4.0,4,Climb (IAS)
1036,25726,72.9,313,200,748,1427,1025,10110,2910,1029,0.528,4.0,4,Climb (IAS)
1041,25788,73.4,313,200,743,1424,1025,10109,2909,1026,0.529,4.0,4,Climb (IAS)
1046,25850,73.8,314,200,738,1421,1025,10107,2907,1024,0.53,3.9,4,Climb (IAS)
1051,25911,74.2,314,200,735,1418,1023,10106,2906,1022,0.53,3.9,5,Climb (Mach)
1056,25972,74.7,314,199,733,1415,1021,10104,2904,1019,0.53,3.9,5,Climb (Mach)
1061,26033,75.1,313,199,731,1412,1019,10103,2903,1017,0.53,3.9,5,Climb (Mach)
1066,26094,75.6,313,199,729,1409,1017,10102,2902,1015,0.53,3.9,5,Climb (Mach)
1071,26155,76.0,313,199,728,1406,1015,10100,2900,1013,0.53,3.9,5,Climb (Mach)
1076,26215,76.4,313,198,726,1403,1012,10099,2899,1011,0.53,3.9,5,Climb (Mach)
1081,26276,76.9,313,198,724,1400,1010,10097,2897,1009,0.53,3.9,5,Climb (Mach)
1086,26336,77.3,313,198,722,1397,1008,10096,2896,1006,0.53,3.8,5,Climb (Mach)
1091,26396,77.7,313,197,721,1394,1006,10095,2895,1004,0.53,3.8,5,Climb (Mach)
1096,26456,78.2,313,197,719,1391,1004,10093,2893,1002,0.53,3.8,5,Climb (Mach)
1101,26516,78.6,313,197,717,1388,1002,10092,2892,1000,0.53,3.8,5,Climb (Mach)
1106,26576,79.0,313,197,715,1385,1000,10090,2890,998,0.53,3.8,5,Climb (Mach)
1111,26635,79.5,313,196,713,1382,998,10089,2889,996,0.53,3.8,5,Climb (Mach)
1116,26694,79.9,312,196,712,1379,996,10088,2888,993,0.53,3.8,5,Climb (Mach)
1121,26754,80.3,312,196,710,1376,994,10086,2886,991,0.53,3.8,5,Climb (Mach)
1126,26813,80.8,312,195,708,1373,992,10085,2885,989,0.53,3.8,5,Climb (Mach)
1131,26872,81.2,312,195,706,1370,990,10083,2883,987,0.53,3.8,5,Climb (Mach)
1136,26930,81.6,312,195,704,1367,988,10082,2882,985,0.53,3.8,5,Climb (Mach)
1141,26989,82.1,312,195,702,1364,986,10081,2881,983,0.53,3.8,5,Climb (Mach)
1146,27047,82.5,312,194,700,1361,984,10079,2879,981,0.53,3.7,5,Climb (Mach)
1151,27106,82.9,312,194,698,1358,982,10078,2878,979,0.53,3.7,5,Climb (Mach)
1156,27164,83.4,312,194,697,1355,980,10077,2877,977,0.53,3.7,5,Climb (Mach)
1161,27222,83.8,312,194,695,1352,978,10075,2875,975,0.53,3.7,5,Climb (Mach)
1166,27279,84.2,312,193,693,1349,976,10074,2874,972,0.53,3.7,5,Climb (Mach)
1171,27337,84.7,312,193,691,1347,974,10073,2873,970,0.53,3.7,5,Climb (Mach)
1176,27395,85.1,311,193,689,1344,973,10071,2871,968,0.53,3.7,5,Climb (Mach)
1181,27452,85.5,311,192,687,1341,971,10070,2870,966,0.53,3.7,5,Climb (Mach)
1186,27509,86.0,311,192,685,1338,969,10069,2869,964,0.53,3.7,5,Climb (Mach)
1191,27566,86.4,311,192,683,1335,967,10067,2867,962,0.53,3.7,5,Climb (Mach)
1196,27623,86.8,311,192,681,1332,965,10066,2866,960,0.53,3.7,5,Climb (Mach)
1201,27679,87.3,311,191,679,1329,963,10065,2865,958,0.53,3.6,5,Climb (Mach)
1206,27736,87.7,311,191,677,1327,961,10063,2863,956,0.53,3.6,5,Climb (Mach)
1211,27792,88.1,311,191,675,1324,960,10062,2862,954,0.53,3.6,5,Climb (Mach)
1216,27848,88.6,311,191,673,1321,958,10061,2861,952,0.53,3.6,5,Climb (Mach)
1221,27904,89.0,311,190,671,1318,956,10059,2859,950,0.53,3.6,5,Climb (Mach)
1226,27960,89.4,311,190,669,1315,954,10058,2858,948,0.53,3.6,5,Climb (Mach)
1231,28016,89.9,311,190,667,1313,953,10057,2857,946,0.53,3.6,5,Climb (Mach)
